,rating
3586,0
10632,0
30776,0
11042,0
13307,0
17540,0
10756,1
30766,0
22340,1
42260,1
36668,1
27951,0
30877,1
35681,0
12352,0
25574,0
4477,1
30847,0
4258,0
4894,1
11908,0
34517,0
19218,0
49424,1
2255,0
954,1
25688,0
5337,0
31417,0
34980,1
49908,0
18672,0
30099,1
11636,1
1976,0
30841,0
12838,0
26400,0
25753,1
9939,0
16357,1
35545,1
46014,1
49398,1
22558,1
9094,1
43651,1
713,1
11118,0
3898,1
27614,0
31106,1
43994,0
11904,1
38778,0
10510,0
31221,1
29888,0
36502,1
43572,1
15887,1
39498,0
9667,1
27660,0
1533,1
38219,1
25921,0
17617,0
28732,0
15439,1
38739,0
44820,1
30551,1
23941,1
6244,0
22194,1
50762,1
8523,0
6237,1
52194,1
27711,0
49745,1
24952,1
48897,1
44600,1
32818,0
5674,0
44184,0
12376,0
33326,1
7981,1
949,1
2411,1
22666,0
14620,1
25552,0
2218,1
47553,0
38993,1
52069,1
8731,0
14057,1
39250,1
7823,1
3273,1
17935,1
17084,1
13387,1
47782,0
32987,0
14730,1
10841,0
2298,0
45900,1
16010,0
48494,1
40042,1
41787,0
1757,0
33988,0
52206,0
17685,1
37066,1
42903,0
25402,1
32969,0
46343,0
8688,0
41956,1
45425,1
39577,0
43726,0
21303,0
48379,0
192,0
42906,1
12248,1
36369,1
5199,1
19520,0
44788,1
13124,1
44875,1
6084,1
1481,0
13009,0
14265,0
11301,1
25184,0
7844,1
14688,1
1539,0
46653,1
39813,0
21027,1
11672,0
2141,0
48514,0
17943,0
28527,1
25164,1
2364,1
2912,1
39252,0
11046,1
45278,0
8719,0
17061,1
28439,1
49271,0
2978,0
19903,0
13468,0
8571,0
31740,1
10518,0
16939,0
2,1
36072,1
50086,1
26272,0
9682,0
50855,0
27108,0
21382,0
24349,1
51091,0
26333,1
6303,1
30114,0
21433,1
38705,1
12496,0
30527,0
32049,0
39380,0
14059,0
29414,1
36641,0
39652,1
34468,0
549,1
41372,0
2485,0
27377,0
48643,0
7582,1
17200,0
3151,1
46944,1
34220,1
41804,0
2530,0
30775,0
37684,1
9666,0
40911,0
32734,1
34778,0
48084,0
31018,0
20350,0
37676,0
39987,1
9187,0
33653,0
8293,0
26157,1
17446,1
32247,0
5010,0
43886,0
12485,1
26034,0
23833,1
8200,1
40712,0
15388,0
42718,0
38693,1
48906,0
38261,1
25883,0
16522,0
39135,1
38303,1
26952,0
37553,1
28437,0
26347,0
15720,0
29286,0
51626,0
31899,1
44489,1
34323,1
21263,1
18486,0
42145,1
4996,1
47751,1
39338,0
38846,1
42,1
34456,1
13531,1
38413,0
21118,1
25766,1
25658,0
21116,0
50895,1
46410,1
48669,1
29672,0
51454,0
25273,0
14275,1
25743,1
34110,0
2993,0
37364,1
37761,0
16317,1
51004,0
47818,0
2537,1
8412,0
10276,0
33885,0
40007,1
45300,1
9379,0
25042,1
2357,1
9006,1
23858,0
16975,1
43316,0
15430,1
6166,1
11445,1
13082,0
39984,0
4654,0
4112,1
2134,0
47642,0
36970,1
41915,0
24169,0
42557,0
63,1
4213,0
6271,1
11631,1
50579,0
33481,0
22998,0
2262,1
30092,1
39526,0
47333,0
4705,1
47894,0
40269,0
50597,0
45610,0
16263,0
17672,1
50809,1
49467,1
8226,1
16461,0
17719,1
6623,0
26633,1
26829,1
29433,1
16945,0
51580,1
22079,0
42259,0
45318,1
3283,1
3837,0
22146,1
40170,1
3557,1
41820,1
17004,1
37961,1
17215,0
5268,0
1796,1
52154,0
2815,1
31714,1
12903,1
44029,0
45061,0
12487,1
23527,0
46943,0
12484,0
47596,0
14702,0
13041,0
52260,0
15863,0
44224,0
4473,0
43636,1
18963,1
11528,0
23540,0
955,1
32165,0
13526,1
4038,1
36642,0
9532,0
49157,0
36210,1
28710,1
4428,1
2600,1
3896,0
11356,0
10537,1
37434,1
35975,0
2656,0
42414,0
24728,1
42951,0
46346,0
15172,1
12335,1
48440,0
21519,1
23928,1
5429,0
5844,0
399,0
6201,0
40099,0
28729,1
40124,1
9423,0
321,1
49101,1
45969,1
6844,1
49335,0
41808,0
12184,1
41947,0
13253,0
3454,0
50608,1
40545,0
25044,1
41300,1
6613,1
2772,0
1118,0
21509,1
18468,1
3680,1
48441,1
30395,0
3773,0
37486,0
14102,0
46779,0
49831,0
40355,0
35527,1
38288,1
9182,1
43231,1
46079,0
51795,1
37330,1
383,0
31977,1
13418,1
22988,0
26631,0
15248,1
3770,0
6222,1
13796,0
49297,1
35431,0
15417,1
33679,1
42996,0
50741,1
45170,1
3918,0
2238,0
28971,0
27927,1
10675,1
4150,0
45767,0
15077,0
21450,0
20010,1
21920,0
551,0
52336,1
7841,1
40074,1
41067,0
9352,1
45023,1
5576,0
41644,1
72,1
9843,1
12310,1
35970,1
464,1
31285,0
12005,1
7378,1
22302,0
19976,1
14562,1
14510,1
2788,1
33930,0
23677,0
33456,0
42106,0
15335,0
30773,0
48604,1
6129,1
27708,1
27012,1
20528,1
2627,1
40715,0
2085,1
46670,1
44828,1
3127,1
159,0
26170,0
32911,1
31834,1
11256,1
7279,1
7096,1
12638,1
9041,0
25450,0
45880,0
20576,1
215,0
34057,0
12357,1
46413,1
21160,1
49457,0
33331,0
29805,1
12083,0
46528,0
17999,1
27379,1
9136,1
32701,1
36244,0
9223,0
9478,1
23514,0
41682,1
33833,0
8225,0
47684,1
27086,1
4726,1
38747,0
42319,0
19601,1
43187,0
6903,1
39991,0
44020,0
5865,1
32279,0
49823,0
32755,0
47248,1
17543,0
47879,1
4778,0
13402,1
4303,1
1217,0
51484,1
7018,1
46006,0
16137,0
32260,0
45822,0
47355,0
50088,0
18668,0
23697,1
1302,1
25649,1
40989,1
49904,0
26686,0
10233,0
13575,1
34868,0
42394,0
8154,0
44713,1
52114,1
17020,0
10617,1
46374,1
45652,1
29319,0
25491,1
47731,1
42112,0
27223,0
3305,1
9474,0
14245,1
23753,0
47445,0
43470,0
4015,1
50000,0
2207,1
24574,0
49211,0
47900,1
928,1
43225,1
13008,0
21438,0
2760,1
45319,0
15212,1
30568,0
47200,1
2558,1
9858,0
24144,0
13475,0
14984,0
10496,1
30588,1
48810,0
16023,0
16212,0
2527,0
36276,0
13131,0
33926,0
31796,1
9810,1
18010,1
29548,1
20133,0
51807,0
26148,1
22807,1
16386,0
1635,1
45978,0
3763,1
20519,1
12864,0
28222,0
48007,0
30683,1
8126,0
43164,1
14845,0
16189,1
40846,1
50424,1
47532,0
9390,0
4902,1
39642,0
37203,1
38859,1
7445,1
24761,0
30354,1
31689,0
12395,0
4984,1
44991,0
3099,0
10527,0
28590,0
22250,0
43979,1
41405,1
33873,0
28980,1
27985,0
19039,1
12387,1
9047,0
8564,0
40756,1
35692,1
28620,1
29567,1
31765,1
1163,0
28558,1
38161,1
43439,0
40840,0
4349,0
8284,0
38563,0
14229,1
39143,1
3224,1
39556,0
15505,1
5082,0
16971,1
27861,1
45376,0
38961,1
11315,0
31734,0
17325,0
44132,0
43092,1
32078,1
16248,1
41220,1
42373,1
31844,1
1769,0
28346,1
44322,0
12947,0
32021,0
35902,1
14810,1
13760,0
9069,1
38697,0
5807,1
36304,1
32883,0
7099,1
35469,0
9712,1
44425,1
39058,0
39196,1
48085,1
34663,1
47253,1
3319,1
38251,0
5748,1
20056,0
4509,1
50869,0
22328,1
26668,1
47633,1
7669,1
5996,0
47923,1
52317,0
29683,1
38851,0
37169,0
31443,0
50004,1
30112,0
16940,1
51705,0
27393,1
2361,0
14239,0
16170,1
1326,0
15337,1
49231,1
11930,1
10128,0
32482,0
4107,1
49430,0
51989,0
7860,1
38369,0
10446,1
41089,1
5222,0
18740,1
10952,0
51122,0
28374,0
45107,1
50207,0
45627,1
35635,0
50316,0
16265,1
18588,0
13445,1
8594,1
7317,1
36708,0
44269,1
10489,0
31867,0
5048,0
17424,0
15862,0
33640,1
45248,1
51207,0
29511,1
7633,0
18595,0
43100,1
50813,0
41500,1
32752,1
29126,1
14668,1
45914,1
4075,1
46695,1
30604,0
25783,0
51604,0
51866,0
4748,1
11577,0
31530,0
11848,1
36750,0
46452,0
12528,0
42252,0
36465,1
48138,0
1839,1
10928,1
47233,1
2838,1
5245,1
17722,0
11120,0
10192,0
48462,0
48756,0
2221,1
48777,0
28326,0
24876,0
6928,1
2583,0
539,1
41328,0
8112,1
5275,0
27564,0
27805,0
33335,1
8960,1
33643,1
30597,1
12969,1
35509,1
12312,0
19123,1
895,0
4803,1
18186,0
37991,1
46474,1
49143,1
8050,1
47324,0
35935,0
1442,1
18421,0
10766,0
8020,1
43720,0
19871,0
6385,0
24291,1
16312,1
37557,0
16957,0
21268,1
11617,1
48051,0
6712,1
27744,1
43747,0
15641,0
710,1
36636,1
33196,0
2690,0
5817,1
21883,1
48223,1
7316,1
9421,0
15591,1
50201,0
27502,0
43898,1
10126,0
49810,0
31111,0
44947,1
17453,0
25891,0
7964,1
10637,0
32256,1
368,0
598,1
16747,1
49135,1
8335,1
42735,0
29028,0
10609,1
15976,1
22366,0
5004,1
4844,1
12355,0
30791,0
45850,0
13776,0
29529,0
16355,0
16356,1
33359,0
2992,0
46892,0
27466,0
16065,1
41077,1
52034,0
34043,0
14828,1
36417,0
37831,0
33485,1
17484,1
47228,1
29420,0
31297,0
45687,0
13504,1
3807,0
41440,0
41049,1
7027,0
935,0
29673,1
35830,0
42673,0
15427,0
44148,1
29514,0
49389,1
38646,0
26527,1
49119,0
3430,1
14428,0
38400,0
23238,0
21065,0
3480,1
1313,1
47267,0
16603,1
37011,0
46238,0
5598,0
46038,0
32450,1
9903,1
48142,1
49189,0
4196,0
5508,1
49412,1
5891,1
3414,1
16844,1
28153,0
44190,1
11334,0
31279,1
25538,0
42538,0
8954,0
7355,1
10895,1
19226,1
17665,0
42763,0
7519,1
12182,1
15303,1
44420,0
9861,1
41189,1
5524,1
9308,1
30351,0
20476,1
20731,1
21077,0
376,1
48782,0
38460,0
19791,0
1654,1
16177,0
15506,0
5313,1
13917,1
19340,0
34836,1
2754,1
5564,1
48918,1
30159,1
45173,1
15528,1
51116,1
1335,1
40522,1
35766,1
2318,0
21745,1
3700,1
1598,1
4854,1
27021,1
15395,0
44380,0
25282,0
52002,1
39809,1
33194,1
39580,0
6976,0
424,1
3974,1
41402,1
4280,1
51631,0
12061,1
32770,1
49435,0
50269,1
44115,0
15851,0
46253,0
34961,0
45812,1
11880,0
25656,1
20238,1
13670,0
18990,1
39462,0
28751,1
14887,0
46658,1
11260,1
40575,1
15810,0
4533,1
40405,1
911,0
16991,1
27949,1
4077,1
41895,0
8167,1
14381,1
37819,1
42234,0
48473,0
17960,1
27598,1
34475,0
50700,0
24058,0
5283,1
20566,0
19542,0
45639,1
32249,1
23670,1
13030,1
13633,1
9581,1
932,1
37661,1
38680,1
11835,0
759,1
1393,0
6047,0
15206,1
11952,0
12540,1
2750,1
8093,1
22966,0
24212,0
22891,1
45367,1
26339,1
23534,1
4147,0
45477,1
26791,1
13786,0
46322,0
35099,0
6351,0
29886,0
36151,0
50658,0
36839,0
51202,0
41126,1
31813,0
8520,0
8254,1
12054,0
6420,0
16695,1
39203,1
40344,1
9466,0
31610,0
48626,1
48839,0
20379,1
30071,1
51429,0
48791,1
45257,1
45432,0
39239,1
9310,1
24039,1
47891,1
751,1
25056,0
32766,0
9007,0
45456,1
14402,1
15445,0
15541,0
5683,0
50805,1
10336,0
51447,0
48133,1
11489,1
38972,0
16795,0
48506,1
647,1
23689,0
43334,1
1241,1
29647,1
21858,0
6329,1
49478,1
42203,1
42064,0
1775,0
13133,0
29969,0
45772,0
10516,1
20417,0
35280,0
52176,1
43789,1
27009,0
32905,0
4241,0
10168,1
36658,1
21879,1
41914,0
44781,1
655,1
28812,0
13457,1
44834,0
26765,0
23025,0
38363,1
16910,0
5425,0
25411,0
5316,0
46237,0
40542,0
16633,1
15769,0
28378,1
2700,1
5761,0
34828,1
7978,1
25321,0
9045,1
18229,0
42830,1
46126,1
28668,0
30838,0
38448,0
45072,1
33422,0
31163,1
4111,0
29499,1
27092,1
51740,0
11081,1
8747,1
27626,0
5757,0
20670,1
17221,1
37261,1
6717,1
47448,1
6815,1
34951,1
3344,1
133,1
29641,0
24726,1
39651,1
43917,1
52115,1
45541,1
15271,0
1726,0
33244,0
39346,1
1237,1
44722,0
48508,1
33251,0
37450,0
2319,1
12159,1
44247,1
46817,0
15361,1
47079,0
34540,1
41872,1
38967,0
28804,1
13509,1
27391,1
48455,0
4293,1
19835,0
11563,1
43640,0
45287,1
35699,1
49224,0
739,1
15346,0
1699,0
23196,1
40747,1
43977,0
36881,1
42164,1
16330,0
8738,1
33255,1
51937,1
17313,1
356,1
4737,0
33880,0
46084,1
2362,1
34163,0
29659,1
50431,1
3653,1
22969,0
33385,1
39053,0
3536,0
42122,1
3814,1
858,1
21312,0
8828,0
14778,1
12801,0
41376,1
6345,0
18307,1
52349,0
2432,1
24850,1
26072,0
31941,0
21867,1
47851,0
2191,1
8649,0
4461,1
8487,1
9964,1
34095,1
44440,1
12117,0
10320,0
7666,1
49113,1
31959,0
15330,0
41910,0
19436,0
3147,1
31314,1
31128,1
33158,1
19588,1
9166,1
15618,1
42216,0
9139,1
8693,1
10442,1
27475,1
15759,0
39447,0
32099,1
6618,0
47194,1
36375,1
2857,1
13217,1
38166,1
10062,0
21767,1
37646,0
9042,1
4364,1
46796,1
7826,1
25821,0
9118,1
32516,0
40431,1
3467,0
29977,0
43486,0
46780,1
32269,1
10832,0
34355,0
29103,1
24395,0
33723,1
14573,1
6470,1
1570,0
20584,1
42706,1
24032,0
783,0
24965,0
41580,1
49685,0
30266,0
13954,0
41616,1
50717,1
2836,1
46538,1
43544,1
7131,1
13668,1
31412,0
24166,1
47104,1
50141,0
2831,1
26514,1
39805,0
35424,0
17585,1
31162,0
14262,0
46250,0
15696,0
31998,0
35553,1
37692,1
35121,1
22260,1
13118,1
8861,1
19162,0
12818,0
39517,0
47507,0
1253,0
34369,0
30130,1
17378,0
14701,0
29212,0
33131,0
47414,1
10293,0
4848,1
46430,1
34486,0
7141,1
9844,1
12766,1
12811,0
23345,1
22308,0
34275,0
42325,1
5644,0
42289,0
48087,1
12642,1
8560,0
7992,1
13745,0
15259,1
11860,1
10869,1
5916,1
47097,1
16120,1
42820,1
43611,0
26136,1
47623,1
22369,0
49573,0
33887,1
21568,0
13513,1
48107,1
10642,1
48378,0
40483,0
10395,1
14754,1
2905,1
7910,0
36241,1
23663,1
28621,1
13355,0
22118,1
45488,0
51832,0
2227,1
13722,0
26624,1
49972,0
9034,1
46721,0
26469,0
4068,0
25897,0
37765,0
3005,1
34804,0
7962,0
10343,0
11544,0
26351,1
4440,0
22800,1
4879,0
9141,0
10155,0
3879,0
5159,0
16166,0
36532,1
46470,0
8408,1
9316,0
38273,0
27219,0
4932,1
39523,1
1614,0
13595,0
8576,1
11579,1
18119,1
14953,1
6655,1
25421,1
37900,1
34391,0
17376,1
52301,0
24489,0
50657,0
48080,1
27514,0
1494,0
38086,1
40551,1
46996,1
8581,1
6571,0
14756,0
42010,1
48354,0
13961,0
45372,1
48405,1
13679,0
47244,0
23437,1
5435,1
42195,1
26286,0
22124,1
45596,0
23339,1
8212,1
5693,0
47854,1
7104,0
39204,1
23119,0
1616,1
9512,1
49333,1
6811,0
9253,1
4438,0
33338,1
14444,1
1805,1
50918,1
22979,1
20314,1
48576,0
11745,0
17421,0
20118,0
14460,0
50198,0
45807,1
18236,0
51434,0
16706,0
10,1
1195,1
16479,0
28006,0
8926,1
37307,0
32852,0
13002,1
484,1
31479,0
25733,0
12629,1
24024,0
9776,1
26097,0
18381,1
42632,0
7684,1
5766,0
45782,0
18267,0
19357,1
30496,0
45536,1
7069,1
46511,1
24083,0
240,0
15852,0
42535,1
33743,1
15839,1
52340,1
36368,0
20546,1
13342,0
7496,1
46581,1
36059,1
49947,0
44508,0
30304,0
3876,0
17729,0
29734,0
34832,0
23487,1
19211,1
41891,0
3705,1
40607,0
43928,1
37349,1
36703,0
34720,0
23997,0
31114,1
45949,1
30134,1
40141,0
49534,0
49102,0
40701,1
18418,1
15258,1
42755,0
41990,1
32346,1
37020,0
46312,1
16174,0
6804,0
18568,1
13891,1
34097,1
1779,1
30664,1
16753,1
11730,0
19240,0
12526,0
12619,1
49503,1
30183,1
2219,1
24593,0
13389,1
37229,0
43337,0
34756,0
7074,1
36646,1
19431,1
11440,1
25850,0
23731,1
5095,0
16562,0
12021,0
24955,0
27574,0
6749,1
40864,0
52235,1
36421,1
25729,1
18181,0
48525,0
38781,1
42069,1
44186,0
42904,0
27531,1
48698,1
19476,0
43506,1
34751,1
37742,0
26388,0
27236,0
12119,1
42331,1
9356,0
2425,0
30717,1
21970,0
38506,0
11331,1
30937,0
1778,1
30435,1
6796,1
46109,0
6341,1
6354,1
49770,1
32819,0
21837,1
2266,1
29036,0
51243,0
45787,1
43765,0
5127,0
573,0
32270,1
18295,1
49659,0
46026,0
1380,1
23483,0
3285,1
5239,0
19956,1
14873,0
29727,0
10373,0
26065,0
49147,1
33982,1
49720,0
12356,1
21242,0
25597,0
23174,0
28240,1
51628,0
36273,0
22828,0
47207,1
42357,0
42205,1
7105,0
1685,1
42339,0
37138,0
50861,1
20620,1
15556,1
15846,0
25147,0
2789,0
33629,0
24194,0
11867,1
12044,0
10865,1
51537,1
26780,1
52375,0
45648,0
4732,1
1413,1
24729,1
8965,1
47466,1
19130,0
34261,0
14439,0
20171,0
23558,1
15699,1
51823,0
44379,1
49536,1
47822,1
41371,0
2339,1
15261,1
46642,0
13541,1
12633,1
40646,1
735,1
35438,0
11113,0
15925,0
25300,1
3385,0
675,0
20973,1
10890,0
8,1
30210,0
46592,1
4954,1
51051,0
46394,0
47243,1
1766,1
51183,0
45995,0
39248,1
24922,1
35514,0
34914,0
24541,0
2846,1
40424,1
47429,0
39295,0
12294,0
24386,0
42905,0
19009,0
38588,1
6380,1
34376,1
16896,1
42070,0
37737,1
33829,1
13649,1
30893,0
8451,1
29576,0
47584,1
23262,1
4346,1
9669,0
12525,1
29903,1
45119,0
28548,0
32181,0
40833,0
51487,0
7530,1
49882,0
18212,0
31280,1
15990,1
50871,0
33065,0
15746,0
1086,1
26987,0
21722,0
41520,1
23504,0
18152,1
10795,0
44650,0
23698,0
27648,1
14405,0
42649,1
840,1
16907,0
9243,1
9170,1
2914,0
50126,0
37490,1
2022,0
3202,1
36084,1
25641,0
26556,0
23952,0
13470,1
7761,0
17043,1
13219,0
28828,1
13962,1
16332,1
11530,0
23444,1
9341,1
27657,0
46645,0
16860,1
7282,0
1331,1
32717,1
47964,1
47473,0
5189,0
51181,0
51870,0
7824,0
40652,0
52371,1
33862,1
51709,1
41000,1
11520,0
3853,1
43418,1
21037,1
39574,1
31626,1
27703,0
50973,1
29916,1
13058,1
18510,0
538,1
25803,0
44552,1
48796,1
4132,0
20407,0
11107,0
32685,0
39641,1
32551,0
35782,1
20598,1
7955,0
9372,1
47656,1
33763,1
6191,1
49315,1
42516,0
7381,1
13808,1
8570,0
39834,0
38193,0
1286,1
39268,1
34238,1
6283,0
10753,0
36448,0
30387,1
47287,0
146,0
42148,1
39398,0
839,1
48016,0
38244,1
35955,0
15657,0
28802,1
24758,1
49819,1
47359,0
48270,0
34866,1
42580,1
13764,0
46192,0
49627,0
6127,1
46358,0
51554,0
16553,0
49205,0
29100,1
38733,0
43699,1
29451,1
3066,1
36656,1
31299,1
720,0
38768,1
45010,1
25149,0
32479,1
15962,0
45104,0
7407,1
51517,0
33966,0
45462,1
26592,0
8432,1
52312,0
22547,1
25269,1
38205,0
32077,1
18460,1
25009,0
48673,1
18723,0
1417,1
25968,1
12361,1
24602,1
26213,0
40149,0
43689,1
14115,0
44908,1
11094,0
9946,1
11034,1
3593,0
21812,0
51598,0
1431,0
12922,1
14093,1
8063,0
1228,1
962,1
36414,1
49664,0
31011,0
2313,0
28585,1
7287,1
45358,0
1562,0
27579,1
6669,1
34651,1
30176,0
42650,0
44288,1
25862,0
3028,1
16537,1
27799,0
42513,0
42862,1
47261,0
3777,0
37100,0
25912,1
12028,1
40380,1
17106,1
22556,0
10733,1
40011,0
39726,0
44461,0
6208,1
46632,1
16884,0
14071,1
39600,1
11980,1
49419,1
2569,0
43278,1
23464,1
39569,1
2550,1
3598,1
52297,0
52019,0
16875,0
14238,0
40515,0
10317,0
45303,0
48707,0
2504,1
8074,0
2446,1
35338,1
38531,0
899,1
3265,1
12205,0
27422,0
2666,1
12110,1
47433,1
35479,0
41014,1
22020,0
39672,1
34689,1
2923,0
13228,0
42615,0
25814,0
42722,0
12115,1
41607,1
7713,1
18857,0
39301,1
8216,0
15909,1
33292,0
17675,0
52230,0
43410,1
1427,0
1894,1
36060,0
41748,1
12014,1
20093,0
46744,0
2476,1
2828,0
13116,0
10173,1
18309,1
44626,1
46995,0
19530,0
15721,1
32008,1
29595,1
9297,0
48299,1
11368,0
13956,0
6785,1
10774,0
3562,0
6274,1
315,1
27250,1
32700,0
7689,1
34354,0
16609,0
16749,0
13289,1
9704,1
16164,0
46998,0
15787,1
5146,1
3952,0
50748,1
5426,1
19515,1
1803,0
32659,0
1436,1
19516,1
4971,0
47113,0
45506,0
160,1
771,0
12325,1
34895,0
14097,1
42548,1
38328,1
43454,1
32507,0
16756,1
27645,1
51545,0
7690,1
18706,0
30153,1
50624,1
45915,1
10933,0
7441,0
18547,1
11590,0
40894,0
157,1
45986,0
12908,1
45956,1
31441,1
11788,0
48160,0
46378,1
49117,1
35151,1
37377,0
21246,1
8198,1
28059,1
42857,1
125,1
23350,1
47277,0
49514,0
52083,1
31856,1
42432,1
17598,1
16377,1
30517,0
21921,0
35640,0
43703,1
2845,0
31017,1
27164,0
50385,1
15865,1
1358,0
33995,0
11883,0
35589,0
29171,1
9657,1
49307,1
49145,0
2725,1
17827,0
11950,1
23972,1
34833,0
10711,1
48238,1
32948,1
42368,0
24454,1
32885,0
10685,1
30687,1
46893,1
46626,1
32928,1
1532,1
29834,0
34301,1
32914,0
36138,0
26370,0
12597,1
49753,0
3618,1
44104,0
33750,1
16520,1
51810,0
30050,1
3126,0
15646,1
3845,1
43778,1
45256,0
6455,1
21749,1
24176,1
41415,1
46777,0
9709,1
48134,1
5030,0
15831,1
13594,1
25037,1
8175,0
2779,0
28019,0
46607,0
44757,0
15152,1
28955,1
8880,0
14396,1
5046,0
2945,0
43013,1
19868,0
9506,0
23008,0
10556,1
27459,1
16735,0
2312,1
38635,0
13852,0
22631,1
6491,1
51066,0
26721,1
32183,0
16060,1
15975,0
25944,0
13674,1
18440,0
26852,1
23150,0
13218,1
1428,1
37329,1
24769,1
31125,1
13261,0
29268,1
37148,1
9622,1
15915,0
209,1
12761,1
50719,0
10647,0
21086,0
38122,1
19078,0
41953,1
28744,0
4494,0
27263,0
34279,1
34693,1
33297,0
50814,0
18567,1
27585,0
5136,0
27033,1
12601,0
37141,0
8076,1
15463,1
50843,1
9786,0
46683,0
29653,0
6875,1
42290,0
33894,1
36266,0
14408,1
17862,0
42979,1
10286,1
24821,0
46360,0
23431,0
7002,1
42188,0
24352,1
4053,0
29401,0
33381,0
40606,0
50173,0
18384,0
32571,1
661,1
40209,1
9559,0
38235,1
8136,0
21541,1
43377,0
15171,0
36901,0
24683,1
18614,1
2706,1
43758,1
15775,0
2648,1
44944,1
6160,1
23554,1
47061,1
46180,1
46958,0
22,0
13834,0
28090,0
22122,0
25007,1
20983,1
46490,1
33626,1
1266,1
44083,1
47537,1
7903,1
37024,1
6300,1
27485,0
8737,1
52204,0
18885,1
51127,0
27849,0
21788,0
4475,1
44729,0
48135,0
24105,1
40010,0
37611,1
1585,0
43055,0
1716,1
14801,0
4815,1
51951,0
4324,0
4507,1
467,0
50998,0
23278,0
43373,1
43465,0
30567,1
31127,0
4201,0
33272,1
16459,0
2156,1
18035,0
49966,1
33061,1
44335,1
16592,1
45312,1
37052,1
1640,1
48141,0
26103,0
1418,1
11774,1
2764,1
34890,0
17062,1
49416,0
33635,0
47161,1
22318,0
41584,1
47576,0
41408,1
6802,1
2682,1
41123,1
6930,1
40393,0
24444,0
4734,0
6579,0
35369,0
30710,1
45896,0
50645,0
49547,1
16660,1
43026,0
18549,0
665,1
47121,0
4278,0
14922,1
23488,0
4963,1
17025,1
10272,1
14465,0
38651,1
39869,0
35340,0
28647,1
16852,0
44623,0
8438,1
1081,0
25745,0
1697,0
20503,0
21708,0
46245,1
12382,1
14235,0
30337,1
25226,1
29425,1
25513,1
48502,1
1941,1
35599,0
11571,0
10178,1
1409,1
50006,0
5171,1
15485,1
43563,1
31827,1
24604,1
23993,0
30823,0
4206,0
26114,0
6477,1
50216,0
49940,1
19227,0
33372,1
51681,1
32257,1
3953,0
44928,1
26709,1
34330,0
6128,1
40254,1
41342,0
43399,1
28872,0
690,1
46887,1
7926,0
31390,1
38,0
30835,0
34821,1
8968,1
43728,0
1841,1
16359,0
46687,1
51648,1
5201,1
38126,0
25829,1
21674,1
11576,1
818,1
3768,0
12256,1
30385,1
3583,1
1597,0
46781,0
38322,0
28086,1
32339,1
30732,0
1787,1
17092,1
38171,1
40022,1
32925,1
6841,0
5824,1
12515,1
19085,1
44895,0
49218,1
7643,0
46093,0
6117,0
36743,0
21566,1
33097,0
37074,0
1023,1
7862,0
45940,0
35278,0
19698,1
26000,1
28341,0
39708,1
12194,1
24425,0
22440,0
13062,0
51056,0
50833,1
51450,0
1255,0
13375,0
17069,1
28242,1
3103,1
36825,0
13966,0
17714,1
12413,0
43868,0
6144,0
24861,1
14917,0
1957,0
48332,0
11201,0
48193,0
14369,0
19175,0
5027,0
11400,1
23771,0
14809,1
17742,1
51719,0
40181,1
45296,0
6956,1
17502,1
30644,1
43982,1
37574,0
44871,1
8556,1
24595,1
41513,1
8342,0
3489,0
21404,1
3855,1
30348,1
47224,0
7133,1
334,1
25070,1
42693,1
2422,0
47109,1
51052,0
26121,1
41484,0
3355,1
36389,1
9781,0
24592,1
38375,0
11070,0
30959,0
41524,1
14088,1
21345,0
39838,0
44503,0
14423,1
15689,1
26320,1
29216,0
36259,0
4681,0
18576,0
17979,0
13347,1
10242,1
46211,0
38112,1
17031,0
47793,0
1052,1
8315,1
39222,1
4741,0
30640,0
32596,0
7447,1
46518,1
11133,0
49710,1
2877,1
37584,0
48484,0
41709,0
14544,0
40138,1
9445,1
15149,1
5238,1
19333,0
5653,1
4308,0
46324,1
7307,1
26562,1
11029,0
44616,0
29314,1
50462,1
5150,1
2213,1
9594,0
24257,0
44369,1
5903,1
31728,1
47927,0
36799,1
27175,0
24901,0
39555,1
37638,0
2273,1
15233,1
1406,1
9412,1
12704,0
21362,0
23593,1
10086,0
8604,1
35391,1
41988,1
30612,1
2057,1
41679,0
43517,0
39008,1
40767,1
20251,1
38071,0
16104,1
8210,1
32940,1
9647,1
835,0
35398,1
49387,0
34350,1
34326,0
18621,1
48994,1
14492,0
16885,1
41767,0
6340,1
5763,1
28512,0
33082,0
3041,1
44449,1
15808,1
1915,1
36948,1
28422,1
8983,1
44790,0
7575,0
49552,0
49476,0
9823,0
36462,0
38397,1
6600,1
45681,1
32424,0
42616,1
42425,0
48866,1
50884,0
8603,0
48889,0
1762,1
25027,1
34213,0
47833,0
39234,0
17738,0
17185,1
6025,1
47168,0
45453,0
3062,0
596,0
9035,0
15545,1
29205,0
9576,0
120,0
48313,1
4167,0
15580,0
34880,0
8013,1
36697,1
45508,0
25593,1
40994,0
27766,0
36219,0
5204,0
2358,1
15242,1
45240,0
24322,1
13383,0
37754,1
28754,1
43064,1
24428,0
48829,0
13296,1
12699,1
43602,0
16743,1
36923,1
34063,1
13047,0
211,1
25156,1
34634,0
49693,0
46353,0
33439,0
2282,0
33224,0
52420,1
42671,1
7539,1
49637,0
10042,1
12617,1
887,1
14786,1
